,komentar,kategori,label,clean_text
166,"katanya orang kaya kok lahiran aja minta"" donasi, gak malu tah",hate speech,1,orang kaya lahir donasi tidak malu tah
167,"Pas ngewe nya ga minta bantuan, sebaliknya hamil minta di bantu …",hate speech,1,pa ngewe nya tidak bantu hamil bantu
168,Anjir dikatain miskin gara gara ga nyumbang ,hate speech,1,anjir dikatain miskin gara gara tidak nyumbang
169,‚ Gak tau malu anjing,hate speech,1,tidak tau malu anjing
170,"Bukannya dulu dia suka pamer harta, foya foya sama ngatain orang miskin ya wkwk karma does exist ig …",hate speech,1,suka pamer harta foya foya orang miskin ya wkwk karma doe exist ig
171,saya kira Udah waras ternyata masih gila....,hate speech,1,waras nyata gila
172,Makin YAKIN saya UMUR DUNIA HANYA 1500H hanya tinggal 1 atau 2 generasi lagi menjelang Dajjal turun,hate speech,1,umur dunia h tinggal generasi jelang dajjal turun
173,KATANYA ORANG KAYA TAPI NGEMIS ONLINE CHUKAS WKWK,hate speech,1,orang kaya ngemis online chukas wkwk
174, waktu ngewe ga inget alkitab,hate speech,1,ngewe tidak alkitab
175,tombol report dan blokir --------------------,hate speech,1,tombol lapor blokir
176,"giliran gini aja bawa bawa ayat alkitab, pas ngewe gak ingat ",hate speech,1,gilir bawa bawa ayat alkitab pa ngewe tidak
177,ngewe mandiri pas jadi di suruh patungan,hate speech,1,ngewe mandiri pa suruh patungan
178,"Ini adalah contoh pembodohan publik. Sangat miris diupload. kalau dilihat anak anak bangsa yang masih kecil dan remaja gimana? Nanti dicontoh seenaknya hamil lalu minta dikasihani masyarakat. wkwk miris, itulah pentingnya pendidikan dari segala aspek.",hate speech,1,contoh bodoh publik miri diupload lihat anak anak bangsa remaja contoh enak hamil kasihan masyarakat wkwk miri didik aspek
179,Beliau yang ngewe… kami yang donate??? WTFF,hate speech,1,beliau ngewe donate wtff
180,Suruh siapa ngewe?,hate speech,1,suruh ngewe
181,"Dih kek begini bawa bawa agama, najis",hate speech,1,dih bawa bawa agama najis
182,kalau ada yang donasi sama2 gak waras,hate speech,1,donasi tidak waras
183,ngewe nya mandiri pas jadi netizen yang disuruh patungan ,hate speech,1,ngewe nya mandiri pa netizen suruh patungan
184,Tombol ogah ngasih bantuan ----------------,hate speech,1,tombol ogah bantu
185,Gak coba buat gugurin tuh hamil ghoib,hate speech,1,tidak coba gugurin tuh hamil ghoib
186,"Janjinya bikin konten bulan desember tahun lalu, sampai sekarang gaada wujudnya uang juga ga di balikin",hate speech,1,janji bikin konten desember tidak wujud uang tidak balikin
187,tolong tanggung jawab sama @isabeauty.skincare pilih balikin uang atau penuhi konten lu.. Jangan duit aja lu embat.,hate speech,1,tolong tanggung isabeautyskincare pilih balikin uang penuh konten duit embat
188,"Lah bisa nyalon, lahiran minta open donasi. Lawak lo wkwk",hate speech,1,nyalon lahir open donasi lawak wkwk
189,"Treatment rutin tapi kok open donasi bumil buu,,,,, ",hate speech,1,treatment rutin open donasi bumil buu
190,Uang donasi nya pakai perawatan ‚,hate speech,1,uang donasi nya pakai awat
191,oh ini alasanya minta donasi.. buat medi pedi miris,hate speech,1,oh alasanya donasi medi pedi miri
192,NYALON LANCAR TAPI OPEN DONASI !!! EROR banget SIH INI OTAK  NYA\,hate speech,1,nyalon lancar open donasi eror banget sih otak nya
193,"Treatment bisa, buat anak sendiri patungan",hate speech,1,treatment anak patungan
194,"aduh jujur aku ksihan sama anaknya nanti, masa iya demi anak harus minta donasi, tapi kalau untuk perawatan mama nya bisa pakai uang sendari pasti nanti sama anaknya perhitungan nih kasihan anaknya",hate speech,1,aduh jujur kasihan anak iya anak donasi awat mama nya pakai uang sendar anak hitung nih kasihan anak
195,"Wkwk buat treatment ada duit, giliran anak hasil perbuatan sendiri malah minta donasi, lawak bocah ‚",hate speech,1,wkwk treatment duit gilir anak hasil donasi lawak bocah
196,Lha ini bisa treatment… kok open donasi???,hate speech,1,lha treatment open donasi
197,Takutnya donasi nya tuk bayar utang atau tuk perawatan nya,hate speech,1,takut donasi nya tuk bayar utang tuk awat nya
198,Donasinya buat perawatan beginikan kak maksudnya,hate speech,1,donasi awat kak maksud
199,"Sayangnya palsu , mau lahiran aja nggak rela ngeluarin uang sendiri sampai harus open donasi",hate speech,1,sayang palsu lahir tidak rela uang open donasi
200,Maaf saya tidak yakin anda ibu yang baik. Sorry for the ugly truth ya beb,hate speech,1,maaf tidak sorry the ugly ya beb
201,"Punya anak haram ( di luar nikah) ko bisa bangga dan gak malu ya, apa udah putus urat malu nya ? Heran saya sama manusia kek gini, dikira bukan aib apa gimana ? Sorry ya bukanya saya so suci atau gimana, saya juga masih sering ngelakuin hal hal yang berdosa, tapi saya gak pernah ngerasa bangga ngelakuin itu, yang ada saya nyesel saya malu sama tuhan saya, lah ini  dengan pededednya mengumbar umbar aibnya sendiri,, emang ya manusia kalau udah gapunya urat malu kek gini...",hate speech,1,anak haram nikah ko bangga tidak malu ya putus urat malu nya heran manusia aib sorry ya buka suci ngelakuin dosa tidak bangga ngelakuin sesal malu tuhan pededednya umbar umbar aib emang ya manusia gapunya urat malu
202,Dari akhir tahun sampai sekarang gaada iktikad baiknya capek banget nagih2,hate speech,1,tidak iktikad capek banget nagih
203,"Hamil nya settingan gg sih .. ko gg kelihatan besar perut nya .. walaupun pake baju besar"" kalau hamil pasti kelihatan",hate speech,1,hamil nya settingan tidak sih ko tidak lihat perut nya pakai baju hamil lihat
204,"ya terserah lu si,mau hamil apa tidak, netizen cuma ilfil aja ama kelakuan lu yang hamil tanpa suami tapi bangga",hate speech,1,ya serah simau hamil tidak netizen ilfil laku hamil suami bangga
205,perawatan mewah tapi buat lahiran gak mampu,hate speech,1,awat mewah lahir tidak
206,Perawatan aja bisa. Mau ngelahirin minta donasi?,hate speech,1,awat lahir donasi
207,perawatan elit‚ mau melahirkan minta donasi‚‚,hate speech,1,awat elit lahir donasi
208,"emang dia Artis ya sejak kapan di angkat artis ??, bukannya dia tukang ngerendahin org ,, tukang pamer2 kesombongan gtu ??",hate speech,1,emang artis ya angkat artis tukang ngerendahin orang tukang pamer sombong
209,Ini ni GAYA ELIT.. LAHIRAN SULIT‚,hate speech,1,ni gaya elit lahir sulit
210,"settingan ni orang keknya, narik simpati netizen seolah2 dia paling tersakiti",hate speech,1,settingan ni orang kayak narik simpati netizen olah sakit
211,orang kaya kok ngerasa pahit..,hate speech,1,orang kaya pahit
212,Ada ya yang bangga hamil diluar nikah terus di post mulu?,hate speech,1,ya bangga hamil nikah post mulu
213,Jadi kemarin pacaran cuma minta ngewe aja ce,hate speech,1,kemarin pacar ngewe ce
214,"baru kali ini Nemu orang hamil bentar2 dikontenin,. Kan gak ada bapaknya... Kenapa bangga banget ya... ",hate speech,1,kali temu orang hamil bentar dikontenin tidak bangga banget ya
215,"Astagfirullah… hamil diluar nikah di umbar2, malunya dimana yah? demi uang mempermalukan diri sendiri",hate speech,1,astagfirullah hamil nikah umbar malu yah uang malu
216,"Kenapa dia bangga sekali iya hamil tanpa suami , tidak punya keluarga ato gimana ni orang",hate speech,1,bangga iya hamil suami tidak keluarga ato ni orang
217,Katanya tobat ke jalan Tuhan tapi tetap aja hamil diluar nikah¸ benar2 mempermainkan pertobatan,hate speech,1,tobat jalan tuhan hamil nikah main tobat
218,Kasian banget hidup ini cewek.. abis buka aib mantan eh mau pamer pacar baru bunting eh di tinggalin..,hate speech,1,kasihan banget hidup cewek habis buka aib mantan eh pamer pacar bunting eh tinggalin
219,Mana nih fans2 bodoh yang hobi teriak password 'jangan menghakimi'?. Plus mengutuk orang yang bully junjungannya hobi zina,hate speech,1,nih fan bodoh hobi teriak password hakim plus kutuk orang bully junjung hobi zina
220,Didunia ini emang gaada manusia yang sempurna tapi minimal punya rasa malu,hate speech,1,dunia emang tidak manusia sempurna minimal malu
221,berzina saja bangga.. malu kita anak tuhan,hate speech,1,zina bangga malu anak tuhan
222," hamil dan pamer kehamilan yang jelas2 gak TAU SIAPA BAPAKNYA , apa enggak kasian sama anaknya nanti , pasti di tnya BAPAKNYA mana ?",hate speech,1,hamil pamer hamil tidak tau enggak kasihan anak
223,gimana caranya biar pede aja hamil ga dikawin? kalau saya uda di kutuk kali wkwk,hate speech,1,biar pede hamil tidak kawin kutuk kali wkwk
224,Hamil sama siapa sih bapaknya gak ada,hate speech,1,hamil sih tidak
225,Aib yang dbongkar sendiri kemarin belum saya kunyah... ada lagi aib baru... org ga malu ya kayak gni,hate speech,1,aib dbongkar kemarin kunyah aib orang tidak malu ya gni
226,"Nikmati proses nya kak, seperti menikmati saat ngewe nya ‚",hate speech,1,nikmat prose nya kak nikmat ngewe nya
227,"kemarin ke gereja sekarang sahur, agama aja ga jelas pantes hidupnya jg ga jelas",hate speech,1,kemarin gereja sahur agama tidak hidup tidak
228,"Hah… gak kuat bayar??? Beruang yang lo bangga2an kemana ‚‚‚ makanya gak usah terlalu lebay kalau ngomong, makan tuh honeymoon 1th  gubrak",hate speech,1,hah tidak kuat bayar beruang bangga tidak lebay ngomong makan tuh honeymoon th gubrak
229,"Ah ternyata gaya2 mau beliin si Razman mobil, banyak utang di mana2.",hate speech,1,ah nyata gaya beliin si razman mobil utang
230,Jual ya jual aja.  Kagak usah caption jual mobil buat lahiran secar.  belum kejadian dah ngomong amburadul. Bikin konten bahasa kok horor mulu den.,hate speech,1,jual ya jual tidak caption jual mobil lahir secar ngomong amburadul bikin konten bahasa horor mulu den
231,"udah honeymoon berbulan (gatau udah nikah apa belum) terus hamil, lah balik jakarta ngoceh lg gedein anak sendiri. Gajelas wkwk ",hate speech,1,honeymoon tidak tau nikah hamil jakarta oceh gedein anak tidak wkwk
232,Dulu mah malu banget ya kalau ketauan hamil diluar nikah sekarang mah kaya biasa aja di kalangan publik figur,hate speech,1,mah malu banget ya tau hamil nikah mah kaya kalang publik figur
233,yang tengah cuman bisa pamer dan menghina org aja.,hate speech,1,pamer hina orang
234,Hamil kok beli pembalut.. di lempar2 pula. gak mendidik anjing,hate speech,1,hamil beli balut lempar tidak didik anjing
235,Nikah belum tapi udah hamil. aNak haram gak tuh,hate speech,1,nikah hamil anak haram tidak tuh
236,aib kok di umbar dengan bangga nya ,hate speech,1,aib umbar bangga nya
237,"masih mending NM ya hamil tapi resmi walau akhirnya cerai jg ‚,,, denis lama2 lebay dan aneh caper nya",hate speech,1,mending nm ya hamil resmi cerai den lebay aneh caper nya
238,"Postingin aja terus, paling 13 tahun lagi anakmu sedih liatin foto mamanya seperti gitu syukur2 kalau gk di bully karna malu sama kelakuan ibunya",hate speech,1,postingin anak sedih lihatin foto mama syukur tidak bully malu laku
239,malu sendiri saya dah liat nya  gk di lihat penasaran,hate speech,1,malu lihat nya tidak lihat penasaran
240,malu banget hamil doang ditinggal kabur ‚‚‚ ,hate speech,1,malu banget hamil tinggal kabur
241,wkwk kasian banget ambisi mau memiliki regi sampai koar koar bunting di sosmed.,hate speech,1,wkwk kasihan banget ambisi milik harga koar koar bunting sosmed
242,"rejeki seluruh jagat raya, karena rezeki bukan sj harta, tapi rezeki maksiat ",hate speech,1,rejeki jagat raya rezeki harta rezeki maksiat
243,Baru kali ini lihat cewek baju terbuka tapi gak ada seksi2 nya.. kasian‚,hate speech,1,kali lihat cewek baju buka tidak seksi nya kasihan
244,"Kok badanya nggak sexy sama sekali,,, penuh lemak‚‚‚",hate speech,1,bada tidak sexy penuh lemak
245,Balik jakarta bunting lo ‚,hate speech,1,jakarta bunting
246,Bodynya jelek kok pede ya,hate speech,1,bodynya jelek pede ya
247,Belum pernah lahiran tapi paha nya udah berantakan banget kayak strechmark,hate speech,1,lahir paha nya beranta banget strechmark
248,Ga usah begitu kalau ga hobby work out badannya kendur semua,hate speech,1,tidak tidak hobby kerja out badan kendur
249,Mbak tolong ya ditutup itu bagian bawah karna mataku jadi ternodai,hate speech,1,mbak tolong ya tutup mata noda
250,Pahanya kok begelombang,hate speech,1,paha begelombang
251,persis kek orang gila pas dia lompat2‚,hate speech,1,persis orang gila pa lompat
252,"Heran, Cowonya bajunya itu mulu kaga ganti2",hate speech,1,heran cowonya baju mulu tidak ganti
253,Kok kayak emak anak 4 yak kayak emak saya anak 4 badannya bangetu,hate speech,1,emak anak yak emak anak badan bangetu
254," jangan pakek bikini dah soalnya body mu ambyar kunyur kunyur,, mending pakek bikini yang gak bikini2 banget gituu",hate speech,1,pakai bikini body mu ambyar kunyur kunyur mending pakai bikini tidak bikini banget gituu
255,Zina maksiat dianggap hal biasa naudzubillah,hate speech,1,zina maksiat anggap naudzubillah
256,"Abis di lepeh di jilat lg jijik, laki gak punya harga diri.",hate speech,1,habis lepeh jilat jijik laki tidak harga
257,"sekarang modelan lu dah kaya baju kaga di strika, butek amat kusut‚‚",hate speech,1,model kaya baju tidak strika butek kusut
258,Malas apalagi bos nya kaya lu gak jelas,hate speech,1,malas bos nya kaya tidak
259,bunga bangkai atau prangkai,hate speech,1,bunga bangkai prangkai
260,"Ganti suami kak biar selesai masalah nya, soalnya berdasarkan podcast dr richard ladang masalah nya tuh suami",hate speech,1,ganti suami kak biar selesai nya dasar podcast richard ladang nya tuh suami
261,Tombol cancel tasyi dr sosmed!,hate speech,1,tombol cancel tasyi sosmed
262,"DARIPADA BAYAR PENGACARA, MENDING PERBAIKI MANAJEMEN FINANSIAL KANTOR DAN KARYAWAN AJA ",hate speech,1,bayar acara mending manajemen finansial kantor karyawan
263, kalau denger syekh ma tasyi ngomong kayak dizholimin banget tapi gak sadar kalau ngomong jg nyelekit nyakitin hati orang ..syekh sadar syekh gak perlu ngomong keluarga gak ada yang bela bla bla segala macem nyinyir banget sih syekh mulutnya.. ,hate speech,1,denger syekh tasyi ngomong dizholimin banget tidak sadar ngomong nyelekit nyakitin hati orang syekh sadar syekh tidak ngomong keluarga tidak bela bla bla macem nyinyir banget sih syekh mulut
264,Anjir ex karyawan ada bukti loh ga cuma omdo pers konferns nih kok dia pede banget padahal salah,hate speech,1,anjir contoh karyawan bukti loh tidak omong doang pers konferns nih pede banget salah
265,Sadar gak lo itu udah dzolim telat bayar gaji aja sdh dzolim ... merasa paling islam tapi kelakuan gak islami,hate speech,1,sadar tidak dzolim telat bayar gaji dzolim islam laku tidak islami
266,Setega itu sampai merusak barang pribadi karyawan,hate speech,1,tega rusak barang pribadi karyawan
267,CANCEL CULTURE AJA LAH capek banget dramanya ber part part,hate speech,1,cancel culture capek banget drama ber part part
268,"Udah plis jangan hujat tasyi, capek saya likenya ",hate speech,1,mohon hujat tasyi capek likenya
269,ngakunya ngerti agama tapi hobinya ria. wkwk,hate speech,1,ngakunya ngerti agama hobi ria wkwk
270,Si paling terdzolimi wkwk,hate speech,1,si terdzolimi wkwk
271,Tas nya jual aja ga si kalau ga mampu  bayar kariawan tepat pada tanggal nya,hate speech,1,ta nya jual tidak si tidak bayar kariawan tanggal nya
272,suami loh sudah menjerumuskan lo di fikiran dan hidup yang salah ya tasyi. heran deh,hate speech,1,suami loh jerumus fikiran hidup salah ya tasyi heran deh
273,"Makanya mbak kalau ada masalah diselesain dibelakang kamera aja, terus kalau ngomong jangan suka sombong masak ngak ada rumah 1M noh rumah saya orang kaya kampung harga rumah juga 2M itu Uda paling mewah menurut kita orang biasa",hate speech,1,mbak diselesain kamera ngomong suka sombong masak tidak rumah m noh rumah orang kaya kampung harga rumah m mewah orang
274,Kerja syuting keluar negeri terus ga dikasih makan karena mahal itu gimana konsepnya,hate speech,1,kerja syuting negeri tidak kasih makan mahal konsep
275,Gaya selangit bayar karyawan sulit,hate speech,1,gaya langit bayar karyawan sulit
276,"ohh ini org paling pelit, biar outfit dan penampilan selalu cetar",hate speech,1,ohh orang pelit biar outfit tampil cetar
277,"Unboxing elit, ngasih makan pegawai sulit",hate speech,1,unboxing elit makan pegawai sulit
278,Geli banget sm suara kuku asmr nya langsung tak skip takut,hate speech,1,geli banget suara kuku asmr nya langsung tidak skip takut
279,"saya gregetan banget, harus banget diketok2 ya barang2nya, alay banget norak",hate speech,1,gregetan banget banget ketok ya barang alay banget norak
280,"Suaminya mana, lihat nih istrinya riya mulu ",hate speech,1,suami lihat nih istri riya mulu
281,Hisabnya banyak banget ini,hate speech,1,hisab banget
282,apapun makanannya minumnya ludah sendiri.,hate speech,1,makan minum ludah
283,"Bayar gajian karyawan woy. Sudah salah itu minta maaf. Bukan playing victim, bikin malu aja deh lu",hate speech,1,bayar gaji karyawan woy salah maaf playing victim bikin malu deh
284,si paling ngancurin usaha orang hahahaha,hate speech,1,si hancur usaha orang hahahaha
285,Tasyi mending pake stylish deh buat pake baju mohon maaf norak banget dandanannya,hate speech,1,tasyi mending pakai stylish deh pakai baju mohon maaf norak banget dandan
286,Suami nya gak ngasih tau kalau kaki bini nya tuh aurat yang harus ditutup juga ??? kAtanya syekh? Syekh bodong kali,hate speech,1,suami nya tidak tau kaki bini nya tuh aurat tutup syekh syekh bodong kali
